CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PolicePersonID,PoliceStationID,CaseCategoryID,GravityOffenceID,CrimeMajorHeadID,CrimeMinorHeadID,CaseStatusID,CourtID,IncidentFromDate,IncidentToDate,InfoReceivedPSDate,latitude,longitude,BriefFacts
3596,3596/2025,FIR/3596/2025,2025-05-07,45,23,1,2,5,9,3,23,2025-05-07 05:00:00,2025-05-07 05:30:00,2025-05-07 06:15:00,15.964045,77.060521,"Incident of Theft reported in Raichur district at coordinates (15.9640, 77.0605)."
3597,3597/2025,FIR/3597/2025,2025-12-13,46,23,1,2,5,10,3,23,2025-12-13 00:00:00,2025-12-13 00:30:00,2025-12-13 01:15:00,16.127552,76.688931,"Incident of Theft reported in Raichur district at coordinates (16.1276, 76.6889)."
3598,3598/2025,FIR/3598/2025,2025-08-28,45,23,1,2,5,9,3,23,2025-08-28 10:00:00,2025-08-28 10:30:00,2025-08-28 11:15:00,16.085837,76.471807,"Incident of Theft reported in Raichur district at coordinates (16.0858, 76.4718)."
3599,3599/2025,FIR/3599/2025,2025-02-08,46,23,1,2,5,10,2,23,2025-02-08 22:00:00,2025-02-08 22:30:00,2025-02-08 23:15:00,16.376116,77.04711,"Incident of Theft reported in Raichur district at coordinates (16.3761, 77.0471)."
3600,3600/2025,FIR/3600/2025,2025-10-28,45,23,1,2,5,9,3,23,2025-10-28 18:00:00,2025-10-28 18:30:00,2025-10-28 19:15:00,16.414732,77.094453,"Incident of Theft reported in Raichur district at coordinates (16.4147, 77.0945)."
3601,3601/2025,FIR/3601/2025,2025-06-06,46,23,1,2,5,10,2,23,2025-06-06 13:00:00,2025-06-06 13:30:00,2025-06-06 14:15:00,16.200623,77.363046,"Incident of Theft reported in Raichur district at coordinates (16.2006, 77.3630)."
3602,3602/2025,FIR/3602/2025,2025-11-28,45,23,1,2,5,9,2,23,2025-11-28 03:00:00,2025-11-28 03:30:00,2025-11-28 04:15:00,16.088736,76.46008,"Incident of Theft reported in Raichur district at coordinates (16.0887, 76.4601)."
3603,3603/2025,FIR/3603/2025,2025-10-20,46,23,1,2,5,10,2,23,2025-10-20 18:00:00,2025-10-20 18:30:00,2025-10-20 19:15:00,15.971847,77.073153,"Incident of Theft reported in Raichur district at coordinates (15.9718, 77.0732)."
3604,3604/2025,FIR/3604/2025,2025-07-29,45,23,1,2,5,9,1,23,2025-07-29 08:00:00,2025-07-29 08:30:00,2025-07-29 09:15:00,16.095479,77.343451,"Incident of Theft reported in Raichur district at coordinates (16.0955, 77.3435)."
3605,3605/2025,FIR/3605/2025,2025-05-30,46,23,1,2,5,10,2,23,2025-05-30 12:00:00,2025-05-30 12:30:00,2025-05-30 13:15:00,16.098049,76.467885,"Incident of Theft reported in Raichur district at coordinates (16.0980, 76.4679)."
3606,3606/2025,FIR/3606/2025,2025-03-17,45,23,1,2,5,9,2,23,2025-03-17 10:00:00,2025-03-17 10:30:00,2025-03-17 11:15:00,16.436831,76.918415,"Incident of Theft reported in Raichur district at coordinates (16.4368, 76.9184)."
3607,3607/2025,FIR/3607/2025,2025-04-02,46,23,1,2,5,10,1,23,2025-04-02 08:00:00,2025-04-02 08:30:00,2025-04-02 09:15:00,16.13883,76.674448,"Incident of Theft reported in Raichur district at coordinates (16.1388, 76.6744)."
3608,3608/2025,FIR/3608/2025,2025-12-08,45,23,1,2,5,9,1,23,2025-12-08 20:00:00,2025-12-08 20:30:00,2025-12-08 21:15:00,15.97821,77.072131,"Incident of Theft reported in Raichur district at coordinates (15.9782, 77.0721)."
3609,3609/2025,FIR/3609/2025,2025-01-03,46,23,1,2,5,10,2,23,2025-01-03 01:00:00,2025-01-03 01:30:00,2025-01-03 02:15:00,16.11415,76.682777,"Incident of Theft reported in Raichur district at coordinates (16.1141, 76.6828)."
3610,3610/2025,FIR/3610/2025,2025-09-06,45,23,1,2,5,9,3,23,2025-09-06 11:00:00,2025-09-06 11:30:00,2025-09-06 12:15:00,16.100959,76.463868,"Incident of Theft reported in Raichur district at coordinates (16.1010, 76.4639)."
3611,3611/2025,FIR/3611/2025,2025-03-14,46,23,1,2,5,10,3,23,2025-03-14 02:00:00,2025-03-14 02:30:00,2025-03-14 03:15:00,16.122551,76.676117,"Incident of Theft reported in Raichur district at coordinates (16.1226, 76.6761)."
3612,3612/2025,FIR/3612/2025,2025-07-17,45,23,1,2,5,9,1,23,2025-07-17 15:00:00,2025-07-17 15:30:00,2025-07-17 16:15:00,16.198879,77.379176,"Incident of Theft reported in Raichur district at coordinates (16.1989, 77.3792)."
3613,3613/2025,FIR/3613/2025,2025-03-25,46,23,1,2,5,10,2,23,2025-03-25 19:00:00,2025-03-25 19:30:00,2025-03-25 20:15:00,16.095997,76.462793,"Incident of Theft reported in Raichur district at coordinates (16.0960, 76.4628)."
3614,3614/2025,FIR/3614/2025,2025-01-10,45,23,1,2,5,9,3,23,2025-01-10 01:00:00,2025-01-10 01:30:00,2025-01-10 02:15:00,16.121361,76.699256,"Incident of Theft reported in Raichur district at coordinates (16.1214, 76.6993)."
3615,3615/2025,FIR/3615/2025,2025-10-23,46,23,1,2,5,10,3,23,2025-10-23 12:00:00,2025-10-23 12:30:00,2025-10-23 13:15:00,16.46287,76.916212,"Incident of Theft reported in Raichur district at coordinates (16.4629, 76.9162)."
3616,3616/2025,FIR/3616/2025,2025-01-06,45,23,1,2,5,9,1,23,2025-01-06 16:00:00,2025-01-06 16:30:00,2025-01-06 17:15:00,16.200278,77.393507,"Incident of Theft reported in Raichur district at coordinates (16.2003, 77.3935)."
3617,3617/2025,FIR/3617/2025,2025-10-04,46,23,1,2,5,10,2,23,2025-10-04 22:00:00,2025-10-04 22:30:00,2025-10-04 23:15:00,16.095112,76.471457,"Incident of Theft reported in Raichur district at coordinates (16.0951, 76.4715)."
3618,3618/2025,FIR/3618/2025,2025-11-30,45,23,1,2,5,9,2,23,2025-11-30 03:00:00,2025-11-30 03:30:00,2025-11-30 04:15:00,16.119639,76.695409,"Incident of Theft reported in Raichur district at coordinates (16.1196, 76.6954)."
3619,3619/2025,FIR/3619/2025,2025-02-21,46,23,1,2,5,10,1,23,2025-02-21 17:00:00,2025-02-21 17:30:00,2025-02-21 18:15:00,16.449379,76.922851,"Incident of Theft reported in Raichur district at coordinates (16.4494, 76.9229)."
3620,3620/2025,FIR/3620/2025,2025-07-11,45,23,1,2,5,9,3,23,2025-07-11 00:00:00,2025-07-11 00:30:00,2025-07-11 01:15:00,16.19968,77.366289,"Incident of Theft reported in Raichur district at coordinates (16.1997, 77.3663)."
3621,3621/2025,FIR/3621/2025,2025-12-11,46,23,1,2,5,10,1,23,2025-12-11 08:00:00,2025-12-11 08:30:00,2025-12-11 09:15:00,16.119209,76.695426,"Incident of Theft reported in Raichur district at coordinates (16.1192, 76.6954)."
3622,3622/2025,FIR/3622/2025,2025-06-10,45,23,1,2,5,9,3,23,2025-06-10 12:00:00,2025-06-10 12:30:00,2025-06-10 13:15:00,16.003314,77.48145,"Incident of Theft reported in Raichur district at coordinates (16.0033, 77.4814)."
3623,3623/2025,FIR/3623/2025,2025-02-15,46,23,1,2,5,10,2,23,2025-02-15 11:00:00,2025-02-15 11:30:00,2025-02-15 12:15:00,15.961384,77.066766,"Incident of Theft reported in Raichur district at coordinates (15.9614, 77.0668)."
3624,3624/2025,FIR/3624/2025,2025-04-09,45,23,1,2,5,9,3,23,2025-04-09 08:00:00,2025-04-09 08:30:00,2025-04-09 09:15:00,15.980124,77.073403,"Incident of Theft reported in Raichur district at coordinates (15.9801, 77.0734)."
3625,3625/2025,FIR/3625/2025,2025-07-31,46,23,1,2,5,10,2,23,2025-07-31 04:00:00,2025-07-31 04:30:00,2025-07-31 05:15:00,16.08771,76.458377,"Incident of Theft reported in Raichur district at coordinates (16.0877, 76.4584)."
3626,3626/2025,FIR/3626/2025,2025-02-23,45,23,1,2,5,9,2,23,2025-02-23 16:00:00,2025-02-23 16:30:00,2025-02-23 17:15:00,16.207595,77.384527,"Incident of Theft reported in Raichur district at coordinates (16.2076, 77.3845)."
3627,3627/2025,FIR/3627/2025,2025-04-19,46,23,1,2,5,10,3,23,2025-04-19 02:00:00,2025-04-19 02:30:00,2025-04-19 03:15:00,16.208359,77.37597,"Incident of Theft reported in Raichur district at coordinates (16.2084, 77.3760)."
3628,3628/2025,FIR/3628/2025,2025-09-26,45,23,1,2,5,9,3,23,2025-09-26 08:00:00,2025-09-26 08:30:00,2025-09-26 09:15:00,16.440703,76.916866,"Incident of Theft reported in Raichur district at coordinates (16.4407, 76.9169)."
3629,3629/2025,FIR/3629/2025,2025-02-21,46,23,1,2,5,10,2,23,2025-02-21 04:00:00,2025-02-21 04:30:00,2025-02-21 05:15:00,16.267108,77.46084,"Incident of Theft reported in Raichur district at coordinates (16.2671, 77.4608)."
3630,3630/2025,FIR/3630/2025,2025-03-25,45,23,1,2,5,9,3,23,2025-03-25 22:00:00,2025-03-25 22:30:00,2025-03-25 23:15:00,16.150907,76.350491,"Incident of Theft reported in Raichur district at coordinates (16.1509, 76.3505)."
3631,3631/2025,FIR/3631/2025,2025-02-19,46,23,1,2,5,10,3,23,2025-02-19 04:00:00,2025-02-19 04:30:00,2025-02-19 05:15:00,15.965124,77.073067,"Incident of Theft reported in Raichur district at coordinates (15.9651, 77.0731)."
3632,3632/2025,FIR/3632/2025,2025-12-09,45,23,1,2,5,9,3,23,2025-12-09 16:00:00,2025-12-09 16:30:00,2025-12-09 17:15:00,16.200288,77.374259,"Incident of Theft reported in Raichur district at coordinates (16.2003, 77.3743)."
3633,3633/2025,FIR/3633/2025,2025-01-19,46,23,1,1,4,8,1,23,2025-01-19 17:00:00,2025-01-19 17:30:00,2025-01-19 18:15:00,16.122975,76.690818,"Incident of Robbery reported in Raichur district at coordinates (16.1230, 76.6908)."
3634,3634/2025,FIR/3634/2025,2025-09-11,45,23,1,1,4,7,2,23,2025-09-11 07:00:00,2025-09-11 07:30:00,2025-09-11 08:15:00,16.445858,76.908939,"Incident of Robbery reported in Raichur district at coordinates (16.4459, 76.9089)."
3635,3635/2025,FIR/3635/2025,2025-08-27,46,23,1,1,4,8,3,23,2025-08-27 19:00:00,2025-08-27 19:30:00,2025-08-27 20:15:00,15.976575,77.440173,"Incident of Robbery reported in Raichur district at coordinates (15.9766, 77.4402)."
3636,3636/2025,FIR/3636/2025,2025-05-28,45,23,1,1,4,7,1,23,2025-05-28 20:00:00,2025-05-28 20:30:00,2025-05-28 21:15:00,16.123363,76.687081,"Incident of Robbery reported in Raichur district at coordinates (16.1234, 76.6871)."
3637,3637/2025,FIR/3637/2025,2025-02-05,46,23,1,1,4,8,3,23,2025-02-05 16:00:00,2025-02-05 16:30:00,2025-02-05 17:15:00,16.079631,76.454933,"Incident of Robbery reported in Raichur district at coordinates (16.0796, 76.4549)."
3638,3638/2025,FIR/3638/2025,2025-10-11,45,23,1,1,4,7,1,23,2025-10-11 11:00:00,2025-10-11 11:30:00,2025-10-11 12:15:00,15.962899,77.079406,"Incident of Robbery reported in Raichur district at coordinates (15.9629, 77.0794)."
3639,3639/2025,FIR/3639/2025,2025-01-15,46,23,1,2,3,6,1,23,2025-01-15 19:00:00,2025-01-15 19:30:00,2025-01-15 20:15:00,16.197815,77.392137,"Incident of Chain Snatching reported in Raichur district at coordinates (16.1978, 77.3921)."
3640,3640/2025,FIR/3640/2025,2025-05-03,45,23,1,2,3,5,1,23,2025-05-03 12:00:00,2025-05-03 12:30:00,2025-05-03 13:15:00,16.45688,76.922157,"Incident of Chain Snatching reported in Raichur district at coordinates (16.4569, 76.9222)."
3641,3641/2025,FIR/3641/2025,2025-11-02,46,23,1,2,3,6,2,23,2025-11-02 12:00:00,2025-11-02 12:30:00,2025-11-02 13:15:00,15.980098,77.060403,"Incident of Chain Snatching reported in Raichur district at coordinates (15.9801, 77.0604)."
3642,3642/2025,FIR/3642/2025,2025-06-30,45,23,1,2,2,3,1,23,2025-06-30 05:00:00,2025-06-30 05:30:00,2025-06-30 06:15:00,16.135226,76.679924,"Incident of Burglary reported in Raichur district at coordinates (16.1352, 76.6799)."
3643,3643/2025,FIR/3643/2025,2025-07-23,46,23,1,2,2,4,3,23,2025-07-23 16:00:00,2025-07-23 16:30:00,2025-07-23 17:15:00,16.198619,77.375538,"Incident of Burglary reported in Raichur district at coordinates (16.1986, 77.3755)."
3644,3644/2025,FIR/3644/2025,2025-08-03,45,23,1,2,2,3,2,23,2025-08-03 05:00:00,2025-08-03 05:30:00,2025-08-03 06:15:00,16.20579,76.506958,"Incident of Burglary reported in Raichur district at coordinates (16.2058, 76.5070)."
3645,3645/2025,FIR/3645/2025,2025-09-02,46,23,1,2,2,4,3,23,2025-09-02 05:00:00,2025-09-02 05:30:00,2025-09-02 06:15:00,16.200405,77.385771,"Incident of Burglary reported in Raichur district at coordinates (16.2004, 77.3858)."
3646,3646/2025,FIR/3646/2025,2025-01-21,45,23,1,2,2,3,1,23,2025-01-21 11:00:00,2025-01-21 11:30:00,2025-01-21 12:15:00,16.456054,76.917536,"Incident of Burglary reported in Raichur district at coordinates (16.4561, 76.9175)."
3647,3647/2025,FIR/3647/2025,2025-09-04,46,23,1,2,2,4,1,23,2025-09-04 07:00:00,2025-09-04 07:30:00,2025-09-04 08:15:00,16.11973,76.682997,"Incident of Burglary reported in Raichur district at coordinates (16.1197, 76.6830)."
3648,3648/2025,FIR/3648/2025,2025-12-05,45,23,1,2,2,3,2,23,2025-12-05 10:00:00,2025-12-05 10:30:00,2025-12-05 11:15:00,16.113786,76.688491,"Incident of Burglary reported in Raichur district at coordinates (16.1138, 76.6885)."
3649,3649/2025,FIR/3649/2025,2025-09-04,46,23,1,2,2,4,3,23,2025-09-04 00:00:00,2025-09-04 00:30:00,2025-09-04 01:15:00,16.452596,76.913665,"Incident of Burglary reported in Raichur district at coordinates (16.4526, 76.9137)."
3650,3650/2025,FIR/3650/2025,2025-07-20,45,23,1,2,2,3,1,23,2025-07-20 03:00:00,2025-07-20 03:30:00,2025-07-20 04:15:00,16.004838,77.189937,"Incident of Burglary reported in Raichur district at coordinates (16.0048, 77.1899)."
3651,3651/2025,FIR/3651/2025,2025-07-29,46,23,1,2,2,4,3,23,2025-07-29 06:00:00,2025-07-29 06:30:00,2025-07-29 07:15:00,16.041816,77.235695,"Incident of Burglary reported in Raichur district at coordinates (16.0418, 77.2357)."
3652,3652/2025,FIR/3652/2025,2025-01-06,45,23,1,2,2,3,1,23,2025-01-06 18:00:00,2025-01-06 18:30:00,2025-01-06 19:15:00,15.989026,77.079288,"Incident of Burglary reported in Raichur district at coordinates (15.9890, 77.0793)."
3653,3653/2025,FIR/3653/2025,2025-03-06,46,23,1,2,2,4,2,23,2025-03-06 19:00:00,2025-03-06 19:30:00,2025-03-06 20:15:00,16.108331,76.457197,"Incident of Burglary reported in Raichur district at coordinates (16.1083, 76.4572)."
3654,3654/2025,FIR/3654/2025,2025-02-20,45,23,1,1,1,1,2,23,2025-02-20 15:00:00,2025-02-20 15:30:00,2025-02-20 16:15:00,16.095851,76.477238,"Incident of Assault reported in Raichur district at coordinates (16.0959, 76.4772)."
3655,3655/2025,FIR/3655/2025,2025-10-23,46,23,1,1,1,2,2,23,2025-10-23 22:00:00,2025-10-23 22:30:00,2025-10-23 23:15:00,16.456219,76.928412,"Incident of Assault reported in Raichur district at coordinates (16.4562, 76.9284)."
3656,3656/2025,FIR/3656/2025,2025-02-05,45,23,1,1,1,1,2,23,2025-02-05 16:00:00,2025-02-05 16:30:00,2025-02-05 17:15:00,16.092238,76.465073,"Incident of Assault reported in Raichur district at coordinates (16.0922, 76.4651)."
3657,3657/2025,FIR/3657/2025,2025-01-17,46,23,1,1,1,2,1,23,2025-01-17 03:00:00,2025-01-17 03:30:00,2025-01-17 04:15:00,16.0825,76.466303,"Incident of Assault reported in Raichur district at coordinates (16.0825, 76.4663)."
3658,3658/2025,FIR/3658/2025,2025-04-20,45,23,1,1,1,1,3,23,2025-04-20 20:00:00,2025-04-20 20:30:00,2025-04-20 21:15:00,15.963373,77.079226,"Incident of Assault reported in Raichur district at coordinates (15.9634, 77.0792)."
3659,3659/2025,FIR/3659/2025,2025-06-20,46,23,1,1,1,2,3,23,2025-06-20 18:00:00,2025-06-20 18:30:00,2025-06-20 19:15:00,16.102883,76.687829,"Incident of Assault reported in Raichur district at coordinates (16.1029, 76.6878)."
3660,3660/2025,FIR/3660/2025,2025-04-05,45,23,1,1,1,1,3,23,2025-04-05 10:00:00,2025-04-05 10:30:00,2025-04-05 11:15:00,16.101416,76.459244,"Incident of Assault reported in Raichur district at coordinates (16.1014, 76.4592)."
3661,3661/2025,FIR/3661/2025,2025-05-23,46,23,1,1,1,2,2,23,2025-05-23 18:00:00,2025-05-23 18:30:00,2025-05-23 19:15:00,16.202109,77.37643,"Incident of Assault reported in Raichur district at coordinates (16.2021, 77.3764)."
3662,3662/2025,FIR/3662/2025,2025-01-24,45,23,1,1,1,1,3,23,2025-01-24 03:00:00,2025-01-24 03:30:00,2025-01-24 04:15:00,16.071871,76.469801,"Incident of Assault reported in Raichur district at coordinates (16.0719, 76.4698)."
3663,3663/2025,FIR/3663/2025,2025-05-15,46,23,1,1,1,2,3,23,2025-05-15 11:00:00,2025-05-15 11:30:00,2025-05-15 12:15:00,16.457249,76.912826,"Incident of Assault reported in Raichur district at coordinates (16.4572, 76.9128)."
3664,3664/2025,FIR/3664/2025,2025-12-12,45,23,1,1,1,1,2,23,2025-12-12 09:00:00,2025-12-12 09:30:00,2025-12-12 10:15:00,16.436124,76.916443,"Incident of Assault reported in Raichur district at coordinates (16.4361, 76.9164)."
3665,3665/2025,FIR/3665/2025,2025-02-14,46,23,1,1,1,2,1,23,2025-02-14 22:00:00,2025-02-14 22:30:00,2025-02-14 23:15:00,15.939439,76.902653,"Incident of Assault reported in Raichur district at coordinates (15.9394, 76.9027)."
3666,3666/2025,FIR/3666/2025,2025-10-29,45,23,1,1,1,1,2,23,2025-10-29 03:00:00,2025-10-29 03:30:00,2025-10-29 04:15:00,15.980746,77.059861,"Incident of Assault reported in Raichur district at coordinates (15.9807, 77.0599)."
3667,3667/2025,FIR/3667/2025,2025-05-24,46,23,1,1,1,2,2,23,2025-05-24 17:00:00,2025-05-24 17:30:00,2025-05-24 18:15:00,15.974239,77.060922,"Incident of Assault reported in Raichur district at coordinates (15.9742, 77.0609)."
3668,3668/2025,FIR/3668/2025,2025-10-04,45,23,1,1,1,1,1,23,2025-10-04 14:00:00,2025-10-04 14:30:00,2025-10-04 15:15:00,16.199323,77.375198,"Incident of Assault reported in Raichur district at coordinates (16.1993, 77.3752)."
3669,3669/2025,FIR/3669/2025,2025-11-09,46,23,1,1,1,2,2,23,2025-11-09 18:00:00,2025-11-09 18:30:00,2025-11-09 19:15:00,16.084361,76.486766,"Incident of Assault reported in Raichur district at coordinates (16.0844, 76.4868)."
3670,3670/2025,FIR/3670/2025,2025-08-20,45,23,1,1,1,1,2,23,2025-08-20 11:00:00,2025-08-20 11:30:00,2025-08-20 12:15:00,16.097554,76.480226,"Incident of Assault reported in Raichur district at coordinates (16.0976, 76.4802)."
3671,3671/2025,FIR/3671/2025,2025-06-11,46,23,1,1,1,2,1,23,2025-06-11 02:00:00,2025-06-11 02:30:00,2025-06-11 03:15:00,15.98478,77.091698,"Incident of Assault reported in Raichur district at coordinates (15.9848, 77.0917)."
3672,3672/2025,FIR/3672/2025,2025-02-23,45,23,1,1,1,1,3,23,2025-02-23 22:00:00,2025-02-23 22:30:00,2025-02-23 23:15:00,15.967797,77.028426,"Incident of Assault reported in Raichur district at coordinates (15.9678, 77.0284)."
3673,3673/2025,FIR/3673/2025,2025-10-21,46,23,1,1,1,2,2,23,2025-10-21 08:00:00,2025-10-21 08:30:00,2025-10-21 09:15:00,15.859353,76.883541,"Incident of Assault reported in Raichur district at coordinates (15.8594, 76.8835)."
3674,3674/2025,FIR/3674/2025,2025-11-10,47,24,1,2,5,9,3,24,2025-11-10 11:00:00,2025-11-10 11:30:00,2025-11-10 12:15:00,14.607453,75.123487,"Incident of Theft reported in Shimoga district at coordinates (14.6075, 75.1235)."
3675,3675/2025,FIR/3675/2025,2025-11-03,48,24,1,2,5,10,3,24,2025-11-03 08:00:00,2025-11-03 08:30:00,2025-11-03 09:15:00,14.184723,75.380828,"Incident of Theft reported in Shimoga district at coordinates (14.1847, 75.3808)."
3676,3676/2025,FIR/3676/2025,2025-11-08,47,24,1,2,5,9,2,24,2025-11-08 08:00:00,2025-11-08 08:30:00,2025-11-08 09:15:00,14.261542,75.36303,"Incident of Theft reported in Shimoga district at coordinates (14.2615, 75.3630)."
3677,3677/2025,FIR/3677/2025,2025-12-23,48,24,1,2,5,10,3,24,2025-12-23 16:00:00,2025-12-23 16:30:00,2025-12-23 17:15:00,14.606958,75.116344,"Incident of Theft reported in Shimoga district at coordinates (14.6070, 75.1163)."
3678,3678/2025,FIR/3678/2025,2025-09-11,47,24,1,2,5,9,1,24,2025-09-11 05:00:00,2025-09-11 05:30:00,2025-09-11 06:15:00,14.268677,75.353014,"Incident of Theft reported in Shimoga district at coordinates (14.2687, 75.3530)."
3679,3679/2025,FIR/3679/2025,2025-10-18,48,24,1,2,5,10,2,24,2025-10-18 03:00:00,2025-10-18 03:30:00,2025-10-18 04:15:00,14.181203,75.383939,"Incident of Theft reported in Shimoga district at coordinates (14.1812, 75.3839)."
3680,3680/2025,FIR/3680/2025,2025-08-06,47,24,1,2,5,9,3,24,2025-08-06 23:00:00,2025-08-06 23:30:00,2025-08-06 23:15:00,13.889074,75.532407,"Incident of Theft reported in Shimoga district at coordinates (13.8891, 75.5324)."
3681,3681/2025,FIR/3681/2025,2025-10-24,48,24,1,2,5,10,1,24,2025-10-24 17:00:00,2025-10-24 17:30:00,2025-10-24 18:15:00,14.454144,74.928924,"Incident of Theft reported in Shimoga district at coordinates (14.4541, 74.9289)."
3682,3682/2025,FIR/3682/2025,2025-06-08,47,24,1,2,5,9,2,24,2025-06-08 19:00:00,2025-06-08 19:30:00,2025-06-08 20:15:00,14.133896,75.183343,"Incident of Theft reported in Shimoga district at coordinates (14.1339, 75.1833)."
3683,3683/2025,FIR/3683/2025,2025-03-24,48,24,1,2,5,10,2,24,2025-03-24 09:00:00,2025-03-24 09:30:00,2025-03-24 10:15:00,14.610078,75.111649,"Incident of Theft reported in Shimoga district at coordinates (14.6101, 75.1116)."
3684,3684/2025,FIR/3684/2025,2025-01-22,47,24,1,2,5,9,3,24,2025-01-22 19:00:00,2025-01-22 19:30:00,2025-01-22 20:15:00,13.87871,75.530212,"Incident of Theft reported in Shimoga district at coordinates (13.8787, 75.5302)."
3685,3685/2025,FIR/3685/2025,2025-06-23,48,24,1,2,5,10,3,24,2025-06-23 14:00:00,2025-06-23 14:30:00,2025-06-23 15:15:00,14.177883,75.37352,"Incident of Theft reported in Shimoga district at coordinates (14.1779, 75.3735)."
3686,3686/2025,FIR/3686/2025,2025-04-07,47,24,1,2,5,9,2,24,2025-04-07 18:00:00,2025-04-07 18:30:00,2025-04-07 19:15:00,14.263348,75.371066,"Incident of Theft reported in Shimoga district at coordinates (14.2633, 75.3711)."
3687,3687/2025,FIR/3687/2025,2025-05-05,48,24,1,2,5,10,2,24,2025-05-05 11:00:00,2025-05-05 11:30:00,2025-05-05 12:15:00,13.891674,75.533321,"Incident of Theft reported in Shimoga district at coordinates (13.8917, 75.5333)."
